,Date,Price,Open,High,Low,Vol,Change%
3099,08/14/2013,503.57,498.51,503.89,496.35,35.78K,1.17%
3100,08/15/2013,508.22,505.03,509.60,505.03,63.49K,0.92%
3101,08/16/2013,507.79,508.22,510.22,505.48,60.58K,-0.08%
3102,08/19/2013,511.02,507.27,513.34,507.16,61.78K,0.64%
3103,08/20/2013,504.81,509.59,510.59,504.11,65.90K,-1.22%
3104,08/21/2013,502.70,504.77,504.78,497.01,53.82K,-0.42%
3105,08/22/2013,496.12,499.82,503.92,494.40,53.03K,-1.31%
3106,08/23/2013,486.82,496.12,497.89,482.78,54.17K,-1.87%
3107,08/26/2013,490.54,485.26,490.54,478.59,43.03K,0.76%
3108,08/27/2013,485.57,488.23,489.89,485.57,27.83K,-1.01%
3109,08/28/2013,473.30,482.48,482.48,470.29,69.27K,-2.53%
3110,08/29/2013,468.55,473.33,477.09,468.55,39.84K,-1.00%
3111,08/30/2013,472.70,469.64,472.70,462.13,35.50K,0.89%
3112,09/03/2013,472.17,473.56,477.08,470.26,29.19K,-0.11%
3113,09/04/2013,471.45,472.77,476.42,469.30,69.28K,-0.15%
3114,09/05/2013,477.57,473.62,477.77,470.72,47.48K,1.30%
3115,09/06/2013,480.03,479.18,480.55,475.16,46.82K,0.52%
3116,09/09/2013,470.16,478.98,478.98,469.39,54.93K,-2.06%
3117,09/10/2013,474.53,470.16,475.62,470.16,28.76K,0.93%
3118,09/11/2013,476.40,474.53,478.95,473.68,33.57K,0.39%
3119,09/12/2013,475.59,474.97,477.25,474.91,32.57K,-0.17%
3120,09/13/2013,476.42,475.11,478.00,474.54,29.07K,0.17%
3121,09/16/2013,475.57,478.32,478.70,473.97,38.47K,-0.18%
3122,09/17/2013,477.73,476.21,480.16,475.82,39.15K,0.45%
3123,09/18/2013,474.26,478.65,479.43,473.52,39.01K,-0.73%
3124,09/19/2013,476.09,477.99,478.99,475.69,35.57K,0.39%
3125,09/20/2013,477.19,476.12,477.19,474.70,84.26K,0.23%
3126,09/23/2013,479.09,476.79,479.09,475.06,46.17K,0.40%
3127,09/24/2013,482.82,478.88,483.78,478.85,82.40K,0.78%
3128,09/25/2013,486.22,482.41,488.98,482.41,80.66K,0.70%
3129,09/26/2013,485.11,486.28,487.88,482.61,49.67K,-0.23%
3130,09/27/2013,486.61,484.68,487.82,483.85,47.13K,0.31%
3131,09/30/2013,492.63,487.12,492.65,486.70,68.46K,1.24%
3132,10/01/2013,492.24,491.92,496.59,491.34,102.08K,-0.08%
3133,10/02/2013,494.39,492.58,496.86,492.58,77.33K,0.44%
3134,10/03/2013,492.30,495.00,495.00,491.59,62.67K,-0.42%
3135,10/04/2013,497.50,492.17,497.73,490.43,59.72K,1.06%
3136,10/07/2013,500.47,497.45,502.16,496.92,72.10K,0.60%
3137,10/08/2013,502.22,500.53,502.64,497.58,72.19K,0.35%
3138,10/09/2013,500.67,501.28,502.52,498.98,64.40K,-0.31%
3139,10/10/2013,494.81,500.34,501.64,494.81,66.51K,-1.17%
3140,10/11/2013,494.53,496.71,498.58,494.53,53.53K,-0.06%
3141,10/14/2013,493.62,494.31,495.67,492.81,38.40K,-0.18%
3142,10/15/2013,495.72,493.03,495.72,492.37,50.45K,0.43%
3143,10/16/2013,498.96,495.59,500.60,495.02,69.93K,0.65%
3144,10/17/2013,499.59,501.88,502.64,498.83,64.10K,0.13%
3145,10/18/2013,500.83,499.89,501.39,497.91,69.75K,0.25%
3146,10/21/2013,501.57,501.80,503.72,500.25,112.33K,0.15%
3147,10/22/2013,500.57,500.94,502.95,498.74,74.97K,-0.20%
3148,10/23/2013,504.05,501.41,504.81,501.41,82.43K,0.70%
3149,10/24/2013,501.17,503.47,505.74,500.64,86.40K,-0.57%
3150,10/25/2013,500.75,502.80,503.17,499.53,74.17K,-0.08%
3151,10/28/2013,496.46,501.27,501.86,496.46,73.72K,-0.86%
3152,10/29/2013,497.08,494.66,497.74,494.01,57.87K,0.12%
3153,10/30/2013,499.07,498.00,500.97,497.95,48.37K,0.40%
3154,10/31/2013,497.41,500.04,500.59,497.41,43.35K,-0.33%
3155,11/01/2013,497.08,499.21,499.27,496.93,42.53K,-0.07%
3156,11/04/2013,497.07,497.25,498.49,495.68,65.13K,0.00%
3157,11/05/2013,499.79,497.38,500.28,495.84,75.86K,0.55%
3158,11/06/2013,502.52,500.83,502.52,499.58,81.85K,0.55%
3159,11/07/2013,499.86,501.40,503.30,499.29,106.54K,-0.53%
3160,11/08/2013,498.61,498.80,500.47,498.33,72.79K,-0.25%
3161,11/11/2013,501.08,498.03,501.08,497.41,93.28K,0.50%
3162,11/12/2013,497.65,500.81,501.36,496.79,121.98K,-0.68%
3163,11/13/2013,496.12,496.90,498.62,495.68,64.53K,-0.31%
3164,11/14/2013,497.85,496.67,498.82,496.12,65.07K,0.35%
3165,11/15/2013,501.34,497.88,502.12,497.72,91.22K,0.70%
3166,11/18/2013,506.48,503.33,507.41,503.33,115.88K,1.03%
3167,11/19/2013,504.71,505.45,507.63,504.71,96.55K,-0.35%
3168,11/20/2013,505.52,504.68,505.75,502.98,107.16K,0.16%
3169,11/21/2013,503.54,507.00,510.21,503.54,173.94K,-0.39%
3170,11/22/2013,505.64,504.52,506.46,502.83,106.38K,0.42%
3171,11/25/2013,506.46,506.94,509.72,506.08,97.38K,0.16%
3172,11/26/2013,509.16,506.98,510.75,504.65,93.48K,0.53%
3173,11/27/2013,508.43,510.96,513.25,507.66,102.74K,-0.14%
3174,11/28/2013,507.71,508.53,509.15,506.99,82.13K,-0.14%
3175,11/29/2013,507.78,507.42,508.78,506.05,101.25K,0.01%
3176,12/02/2013,508.53,509.13,509.48,507.10,77.69K,0.15%
3177,12/03/2013,511.62,508.13,514.83,508.13,125.50K,0.61%
3178,12/04/2013,510.88,512.01,513.40,510.66,111.83K,-0.14%
3179,12/05/2013,510.03,510.39,512.21,507.52,103.88K,-0.17%
3180,12/06/2013,510.12,510.03,512.37,509.76,78.64K,0.02%
3181,12/09/2013,511.23,514.13,514.13,510.94,102.31K,0.22%
3182,12/10/2013,511.60,512.10,513.83,510.24,80.98K,0.07%
3183,12/11/2013,505.31,511.74,511.81,504.90,103.54K,-1.23%
3184,12/12/2013,506.92,503.77,507.68,503.76,80.16K,0.32%
3185,12/13/2013,506.06,507.07,509.35,505.49,67.67K,-0.17%
3186,12/16/2013,502.04,503.46,506.52,502.04,62.70K,-0.79%
3187,12/17/2013,505.67,503.24,505.67,502.20,73.60K,0.72%
3188,12/18/2013,505.25,505.10,506.11,503.66,62.33K,-0.08%
3189,12/19/2013,506.28,505.90,508.04,504.92,111.08K,0.20%
3190,12/20/2013,504.45,507.39,508.29,504.45,142.43K,-0.36%
3191,12/23/2013,508.68,506.60,509.41,505.73,108.21K,0.84%
3192,12/24/2013,505.62,508.61,509.54,505.62,91.41K,-0.60%
3193,12/25/2013,504.42,506.37,506.53,503.03,73.61K,-0.24%
3194,12/26/2013,506.55,504.41,507.57,503.59,82.92K,0.42%
3195,12/27/2013,506.41,507.08,510.09,506.41,73.74K,-0.03%
3196,12/30/2013,500.35,506.35,507.02,500.35,94.29K,-1.20%
3197,12/31/2013,504.63,500.04,506.44,499.49,60.92K,0.86%
3198,01/02/2014,504.51,505.61,506.71,503.04,57.72K,-0.02%
3199,01/03/2014,505.37,504.41,506.28,503.94,55.60K,0.17%
3200,01/06/2014,509.10,505.74,509.10,504.28,68.74K,0.74%
3201,01/07/2014,510.12,510.84,513.00,509.87,74.36K,0.20%
3202,01/08/2014,513.90,511.03,514.20,509.01,70.30K,0.74%
3203,01/09/2014,516.98,513.66,516.98,513.52,91.49K,0.60%
3204,01/10/2014,518.94,518.33,523.06,518.24,107.18K,0.38%
3205,01/13/2014,521.11,519.31,522.32,518.78,71.99K,0.42%
3206,01/14/2014,522.31,521.13,524.59,520.63,94.87K,0.23%
3207,01/15/2014,526.68,523.72,527.09,522.45,127.58K,0.84%
3208,01/16/2014,533.54,528.83,533.54,527.90,97.75K,1.30%
3209,01/17/2014,543.59,536.81,549.88,536.81,118.07K,1.88%
3210,01/20/2014,553.67,548.22,559.93,548.22,105.72K,1.85%
3211,01/21/2014,559.91,555.72,560.18,547.65,100.92K,1.13%
3212,01/22/2014,551.92,561.34,564.61,551.92,125.28K,-1.43%
3213,01/23/2014,553.55,550.88,556.50,550.52,73.72K,0.30%
3214,01/24/2014,560.19,555.66,560.19,553.46,88.01K,1.20%
3215,01/27/2014,556.52,560.45,560.49,556.35,67.55K,-0.66%
3216,02/06/2014,554.68,555.51,557.29,551.45,89.24K,-0.33%
3217,02/07/2014,549.76,557.71,558.51,549.37,124.97K,-0.89%
3218,02/10/2014,555.90,550.41,555.90,548.56,110.19K,1.12%
3219,02/11/2014,553.90,559.74,561.83,553.90,175.05K,-0.36%
3220,02/12/2014,564.25,555.55,564.25,554.26,126.10K,1.87%
3221,02/13/2014,570.18,567.58,570.68,565.27,147.12K,1.05%
3222,02/14/2014,572.22,573.09,576.18,569.38,142.81K,0.36%
3223,02/17/2014,570.20,571.91,572.85,567.89,163.69K,-0.35%
3224,02/18/2014,574.56,570.80,574.56,570.16,160.28K,0.76%
3225,02/19/2014,578.12,578.53,578.80,573.86,159.10K,0.62%
3226,02/20/2014,571.04,579.64,584.10,565.31,259.68K,-1.22%
3227,02/21/2014,570.57,570.95,574.61,565.33,124.76K,-0.08%
3228,02/24/2014,576.58,571.94,576.58,570.07,119.03K,1.05%
3229,02/25/2014,586.20,575.49,586.20,575.49,143.52K,1.67%
3230,02/26/2014,589.81,590.64,590.79,582.96,157.70K,0.62%
3231,02/27/2014,584.79,587.82,596.40,584.79,225.21K,-0.85%
3232,02/28/2014,586.48,586.12,591.36,581.63,119.41K,0.29%
3233,03/03/2014,573.38,586.65,587.11,573.37,143.30K,-2.23%
3234,03/04/2014,569.97,569.34,572.28,563.55,125.57K,-0.59%
3235,03/05/2014,574.94,569.97,577.50,569.97,105.93K,0.87%
3236,03/06/2014,578.56,576.17,580.04,574.58,141.31K,0.63%
3237,03/07/2014,579.75,579.40,582.24,579.10,157.00K,0.21%
3238,03/10/2014,583.69,580.84,584.81,579.98,145.03K,0.68%
3239,03/11/2014,588.50,585.10,589.45,582.20,162.49K,0.82%
3240,03/12/2014,590.02,590.94,596.38,590.02,177.88K,0.26%
3241,03/13/2014,595.22,590.83,595.22,590.36,133.78K,0.88%
3242,03/14/2014,596.83,596.20,600.68,594.51,163.99K,0.27%
3243,03/17/2014,600.36,603.05,603.24,598.70,170.18K,0.59%
3244,03/18/2014,599.85,602.01,603.21,597.78,205.40K,-0.08%
3245,03/19/2014,605.59,600.73,605.91,600.42,192.01K,0.96%
3246,03/20/2014,600.26,607.39,608.51,600.03,192.92K,-0.88%
3247,03/21/2014,601.75,600.26,607.22,600.26,229.96K,0.25%
3248,03/24/2014,607.55,606.55,609.20,604.18,194.82K,0.96%
3249,03/25/2014,601.85,609.01,609.46,601.85,261.35K,-0.94%
3250,03/26/2014,588.06,603.54,603.68,587.52,259.09K,-2.29%
3251,03/27/2014,590.14,588.94,591.70,582.81,151.34K,0.35%
3252,03/28/2014,594.29,592.82,595.70,590.59,122.37K,0.70%
3253,03/31/2014,591.57,594.29,597.22,591.57,119.52K,-0.46%
3254,04/01/2014,583.85,590.93,593.03,582.30,173.01K,-1.31%
3255,04/02/2014,581.67,584.17,586.50,574.40,146.78K,-0.37%
3256,04/03/2014,589.44,584.45,590.91,582.83,105.52K,1.34%
3257,04/04/2014,593.04,589.90,593.72,588.34,119.72K,0.61%
3258,04/07/2014,600.57,595.72,602.55,595.35,115.65K,1.27%
3259,04/08/2014,603.25,600.71,603.25,598.52,127.47K,0.45%
3260,04/10/2014,601.33,603.25,608.89,600.43,114.25K,-0.32%
3261,04/11/2014,600.57,597.87,602.01,594.96,106.93K,-0.13%
3262,04/14/2014,596.11,602.67,602.70,596.05,128.08K,-0.74%
3263,04/15/2014,586.09,596.00,597.99,586.09,131.67K,-1.68%
3264,04/16/2014,574.29,583.64,585.51,567.61,149.24K,-2.01%
3265,04/17/2014,580.31,580.39,583.51,575.83,117.69K,1.05%
3266,04/18/2014,565.33,580.89,580.89,565.33,116.97K,-2.58%
3267,04/21/2014,558.14,564.21,568.44,558.14,95.57K,-1.27%
3268,04/22/2014,569.87,560.63,569.87,556.47,99.11K,2.10%
3269,04/23/2014,569.36,569.83,573.39,567.04,71.20K,-0.09%
3270,04/24/2014,570.46,568.38,571.57,566.94,56.70K,0.19%
3271,04/25/2014,578.92,571.71,580.74,571.71,64.32K,1.48%
3272,04/28/2014,573.10,579.05,580.70,573.10,58.05K,-1.01%
3273,04/29/2014,578.00,570.64,578.21,570.64,50.44K,0.86%
3274,05/05/2014,564.85,578.45,580.11,564.47,76.08K,-2.28%
3275,05/06/2014,555.11,561.86,562.36,545.97,100.64K,-1.72%
3276,05/07/2014,559.97,558.04,561.56,553.21,52.42K,0.88%
3277,05/08/2014,527.09,550.75,550.75,525.37,146.49K,-5.87%
3278,05/09/2014,542.46,522.82,542.56,522.70,118.86K,2.92%
3279,05/12/2014,517.05,536.82,536.82,512.25,99.26K,-4.68%
3280,05/13/2014,513.91,508.76,518.45,508.51,98.64K,-0.61%
3281,05/14/2014,529.53,510.16,529.59,509.82,108.32K,3.04%
3282,05/15/2014,524.05,529.39,537.27,512.41,132.54K,-1.03%
3283,05/16/2014,529.49,522.00,529.49,519.39,83.78K,1.04%
3284,05/19/2014,533.04,530.31,534.68,525.82,106.14K,0.67%
3285,05/20/2014,537.52,531.00,537.93,527.69,105.11K,0.84%
3286,05/21/2014,543.88,537.95,543.93,533.19,102.99K,1.18%
3287,05/22/2014,541.73,543.35,547.20,541.43,130.12K,-0.40%
3288,05/23/2014,541.49,542.44,545.30,540.51,85.74K,-0.04%
3289,05/26/2014,544.06,541.43,544.93,536.27,85.78K,0.47%
3290,05/27/2014,552.75,543.55,552.75,542.49,127.18K,1.60%
3291,05/28/2014,557.34,554.32,557.93,553.03,108.16K,0.83%
3292,05/29/2014,558.45,556.30,562.33,555.32,116.32K,0.20%
3293,05/30/2014,562.02,558.78,565.05,557.20,83.44K,0.64%
3294,06/02/2014,556.80,560.29,563.12,554.44,80.23K,-0.93%
3295,06/03/2014,558.76,557.34,560.62,554.96,58.64K,0.35%
3296,06/04/2014,553.46,559.13,559.19,550.23,67.93K,-0.95%
3297,06/05/2014,551.10,552.20,553.96,548.47,59.23K,-0.43%
3298,06/06/2014,559.04,553.62,559.04,551.80,60.85K,1.44%
3299,06/09/2014,565.61,559.04,571.83,558.64,112.50K,1.18%
3300,06/10/2014,566.89,566.31,571.73,564.32,79.45K,0.23%
3301,06/11/2014,570.36,567.77,573.05,566.51,85.22K,0.61%
3302,06/12/2014,573.77,571.19,574.75,568.58,96.14K,0.60%
3303,06/13/2014,574.48,573.58,577.27,573.03,72.41K,0.12%
3304,06/16/2014,572.37,575.20,575.87,571.76,87.59K,-0.37%
3305,06/17/2014,572.25,571.80,573.15,567.58,108.67K,-0.02%
3306,06/18/2014,570.03,571.74,575.03,570.03,99.96K,-0.39%
3307,06/19/2014,567.35,564.93,569.41,558.65,124.33K,-0.47%
3308,06/20/2014,560.78,568.45,571.76,560.78,123.45K,-1.16%
3309,06/23/2014,565.92,561.97,567.71,561.97,62.54K,0.92%
3310,06/24/2014,569.74,565.47,570.37,565.12,67.58K,0.68%
3311,06/25/2014,572.27,570.33,574.62,569.27,96.49K,0.44%
3312,06/26/2014,576.40,572.23,578.29,570.33,123.94K,0.72%
3313,06/27/2014,578.82,576.29,580.75,575.10,74.42K,0.42%
3314,06/30/2014,578.13,578.28,582.26,577.76,76.50K,-0.12%
3315,07/01/2014,578.07,578.93,582.16,577.30,104.40K,-0.01%
3316,07/02/2014,578.80,578.90,581.89,576.88,109.10K,0.13%
3317,07/03/2014,585.02,581.24,585.02,580.55,131.46K,1.07%
3318,07/04/2014,589.35,585.66,591.38,585.66,132.76K,0.74%
3319,07/07/2014,590.69,592.23,594.84,589.61,127.75K,0.23%
3320,07/08/2014,591.47,591.63,593.40,588.54,96.63K,0.13%
3321,07/09/2014,591.60,591.82,593.42,590.46,109.82K,0.02%
3322,07/10/2014,584.88,591.21,591.35,581.49,152.83K,-1.14%
3323,07/11/2014,582.77,584.29,586.57,580.54,78.30K,-0.36%
3324,07/14/2014,586.23,583.55,586.23,581.99,68.06K,0.59%
3325,07/15/2014,589.31,587.92,590.09,587.68,137.43K,0.53%
3326,07/16/2014,589.68,594.13,594.29,589.68,138.14K,0.06%
3327,07/17/2014,590.37,588.99,591.42,586.07,96.55K,0.12%
3328,07/18/2014,596.26,590.90,596.26,589.33,144.37K,1.00%
3329,07/21/2014,601.04,598.11,604.64,596.96,111.56K,0.80%
3330,07/22/2014,597.98,599.30,600.93,594.85,103.90K,-0.51%
3331,07/23/2014,597.50,599.56,599.56,594.10,65.42K,-0.08%
3332,07/24/2014,602.06,597.03,602.49,597.03,87.86K,0.76%
3333,07/25/2014,600.14,603.54,605.78,600.14,99.97K,-0.32%
3334,07/28/2014,589.45,599.13,599.35,587.78,111.54K,-1.78%
3335,07/29/2014,592.24,590.57,592.24,585.75,62.28K,0.47%
3336,07/30/2014,589.33,591.15,593.58,588.53,81.07K,-0.49%
3337,07/31/2014,596.07,589.35,596.11,587.68,64.62K,1.14%
3338,08/01/2014,593.90,594.66,596.80,592.38,65.13K,-0.36%
3339,08/04/2014,599.04,592.04,600.52,592.04,71.64K,0.87%
3340,08/05/2014,607.73,600.46,607.73,599.10,86.63K,1.45%
3341,08/06/2014,606.70,607.95,610.88,605.63,94.02K,-0.17%
3342,08/07/2014,607.62,603.94,608.42,603.13,91.13K,0.15%
3343,08/08/2014,605.43,607.18,610.09,604.08,108.88K,-0.36%
3344,08/11/2014,602.13,602.78,607.16,600.48,87.72K,-0.55%
3345,08/12/2014,601.78,600.52,604.89,598.71,83.00K,-0.06%
3346,08/13/2014,602.76,601.03,604.51,599.64,95.74K,0.16%
3347,08/14/2014,605.25,605.03,607.84,604.08,112.03K,0.41%
3348,08/15/2014,604.24,605.25,608.46,603.24,105.90K,-0.17%
3349,08/18/2014,605.08,605.42,607.79,603.33,139.41K,0.14%
3350,08/19/2014,604.64,607.27,609.04,603.61,134.15K,-0.07%
3351,08/20/2014,606.70,604.30,608.72,602.81,107.83K,0.34%
3352,08/21/2014,612.94,608.91,616.96,608.58,151.00K,1.03%
3353,08/22/2014,620.14,614.51,622.97,614.51,163.55K,1.17%
3354,08/25/2014,625.88,622.71,629.58,622.16,182.02K,0.93%
3355,08/26/2014,629.06,627.13,631.17,625.10,135.43K,0.51%
3356,08/27/2014,628.77,630.84,632.25,624.68,157.14K,-0.05%
3357,08/28/2014,632.03,627.41,635.94,626.32,164.37K,0.52%
3358,08/29/2014,636.65,634.91,640.19,631.11,189.88K,0.73%
3359,09/03/2014,640.75,640.69,644.56,638.95,204.66K,0.64%
3360,09/04/2014,640.22,638.60,642.88,636.56,163.38K,-0.08%
3361,09/05/2014,638.65,640.63,641.96,638.55,161.91K,-0.25%
3362,09/08/2014,639.85,641.88,642.72,639.19,182.23K,0.19%
3363,09/09/2014,626.92,640.50,641.20,622.76,280.30K,-2.02%
3364,09/10/2014,628.80,625.59,630.03,618.54,141.62K,0.30%
3365,09/11/2014,628.99,629.77,633.60,626.26,129.42K,0.03%
3366,09/12/2014,632.50,631.31,632.91,627.42,144.09K,0.56%
3367,09/15/2014,630.34,633.86,636.65,630.34,212.38K,-0.34%
3368,09/16/2014,627.66,628.96,631.59,623.66,180.90K,-0.43%
3369,09/17/2014,625.66,630.48,632.22,625.66,189.81K,-0.32%
3370,09/18/2014,615.80,625.95,627.29,615.80,179.60K,-1.58%
3371,09/19/2014,613.29,615.86,619.80,612.40,218.23K,-0.41%
3372,09/22/2014,611.93,617.71,621.36,611.93,143.31K,-0.22%
3373,09/23/2014,610.39,611.75,615.99,610.39,144.39K,-0.25%
3374,09/24/2014,603.59,609.51,611.61,603.59,132.70K,-1.11%
3375,09/25/2014,605.10,604.31,605.50,594.28,135.77K,0.25%
3376,09/26/2014,604.98,608.80,610.15,604.98,143.92K,-0.02%
3377,09/29/2014,599.78,605.03,605.03,599.78,127.43K,-0.86%
3378,09/30/2014,598.80,597.11,601.54,594.00,153.79K,-0.16%
3379,10/01/2014,609.27,603.50,611.74,603.44,183.01K,1.75%
3380,10/02/2014,612.66,612.43,614.80,607.57,180.22K,0.56%
3381,10/03/2014,611.55,613.38,615.42,610.55,190.32K,-0.18%
3382,10/06/2014,614.42,612.11,616.13,611.77,168.96K,0.47%
3383,10/07/2014,614.08,614.16,617.01,612.94,194.67K,-0.06%
3384,10/08/2014,617.26,615.04,618.37,611.98,175.39K,0.52%
3385,10/09/2014,624.34,622.25,626.90,622.25,163.35K,1.15%
3386,10/10/2014,617.72,623.85,627.49,617.72,150.44K,-1.06%
3387,10/13/2014,614.22,615.77,618.29,608.27,119.91K,-0.57%
3388,10/14/2014,605.79,614.22,616.71,605.79,115.31K,-1.37%
3389,10/15/2014,604.29,603.73,606.40,596.50,124.37K,-0.25%
3390,10/16/2014,587.17,603.11,603.59,585.76,169.57K,-2.83%
3391,10/17/2014,585.28,585.95,591.85,577.79,130.53K,-0.32%
3392,10/20/2014,589.24,588.38,593.20,585.70,82.45K,0.68%
3393,10/21/2014,600.55,590.17,601.14,588.75,87.10K,1.92%
3394,10/22/2014,601.59,600.27,603.97,598.99,101.80K,0.17%
3395,10/23/2014,593.53,598.87,602.02,593.11,151.03K,-1.34%
3396,10/24/2014,591.51,592.66,595.33,588.72,93.57K,-0.34%
3397,10/27/2014,580.80,590.33,591.59,580.02,104.19K,-1.81%
3398,10/28/2014,583.13,578.73,584.43,578.44,116.56K,0.40%
3399,10/29/2014,591.20,585.68,591.83,585.68,100.31K,1.38%
3400,10/30/2014,589.14,593.09,594.30,589.14,96.46K,-0.35%
3401,10/31/2014,600.84,591.12,600.84,588.16,132.33K,1.99%
3402,11/03/2014,603.15,603.44,606.94,602.51,123.87K,0.38%
3403,11/04/2014,598.39,601.55,604.47,598.39,116.13K,-0.79%
3404,11/05/2014,597.01,599.64,602.53,593.53,146.01K,-0.23%
3405,11/06/2014,597.85,599.20,601.28,596.73,93.44K,0.14%
3406,11/07/2014,602.59,598.41,603.32,597.73,125.60K,0.79%
3407,11/10/2014,602.12,604.75,607.50,602.12,138.82K,-0.08%
3408,11/11/2014,604.23,603.48,608.68,601.85,136.61K,0.35%
3409,11/12/2014,604.01,605.14,606.36,603.12,126.58K,-0.04%
3410,11/13/2014,603.16,605.25,607.29,602.62,157.54K,-0.14%
3411,11/14/2014,600.36,601.69,602.51,596.95,145.11K,-0.46%
3412,11/17/2014,600.93,602.40,604.63,600.93,114.41K,0.09%
3413,11/18/2014,594.25,600.86,602.53,594.25,143.92K,-1.11%
3414,11/19/2014,588.35,594.88,597.29,588.35,162.36K,-0.99%
3415,11/20/2014,593.32,592.17,594.76,589.84,152.66K,0.84%
3416,11/21/2014,588.03,594.71,596.02,588.03,160.14K,-0.89%
3417,11/24/2014,582.53,585.08,586.54,580.92,115.96K,-0.94%
3418,11/25/2014,585.91,583.53,588.42,583.53,114.07K,0.58%
3419,11/26/2014,576.04,587.58,588.16,575.09,162.04K,-1.68%
3420,11/27/2014,572.89,575.63,575.82,567.36,117.67K,-0.55%
3421,11/28/2014,566.58,570.61,572.12,565.10,145.68K,-1.10%
3422,12/01/2014,568.01,566.22,571.69,565.09,123.86K,0.25%
3423,12/02/2014,569.43,570.44,570.79,568.55,101.63K,0.25%
3424,12/03/2014,574.88,570.48,575.95,570.44,119.14K,0.96%
3425,12/04/2014,578.38,576.63,581.27,576.63,108.39K,0.61%
3426,12/05/2014,578.76,578.52,582.42,578.18,106.68K,0.07%
3427,12/08/2014,571.68,577.44,577.44,569.24,113.55K,-1.22%
3428,12/09/2014,555.31,567.55,567.55,554.51,191.55K,-2.86%
3429,12/10/2014,557.19,550.35,558.47,544.78,119.41K,0.34%
3430,12/11/2014,550.11,549.78,557.96,547.55,95.72K,-1.27%
3431,12/12/2014,553.93,547.69,554.82,547.69,77.36K,0.69%
3432,12/15/2014,547.93,550.80,554.35,547.93,84.73K,-1.08%
3433,12/16/2014,535.14,545.33,545.66,535.00,128.02K,-2.33%
3434,12/17/2014,518.22,535.27,536.64,513.06,171.36K,-3.16%
3435,12/18/2014,528.45,522.90,528.60,521.33,113.30K,1.97%
3436,12/19/2014,523.09,527.61,533.30,522.10,180.82K,-1.01%
3437,12/22/2014,537.54,527.28,537.54,527.28,98.81K,2.76%
3438,12/23/2014,537.88,535.61,543.22,532.78,110.20K,0.06%
3439,12/24/2014,539.44,540.46,541.73,536.79,70.68K,0.29%
3440,12/25/2014,532.01,536.21,537.47,531.52,89.29K,-1.38%
3441,12/26/2014,533.37,531.84,537.89,527.41,105.31K,0.26%
3442,12/29/2014,532.68,533.37,538.83,528.63,104.11K,-0.13%
3443,12/30/2014,537.57,531.07,537.57,526.61,86.68K,0.92%
3444,12/31/2014,545.63,538.68,546.62,537.91,122.97K,1.50%
3445,01/05/2015,544.45,545.43,549.22,543.78,95.95K,-0.22%
3446,01/06/2015,549.66,539.08,550.11,538.82,112.32K,0.96%
3447,01/07/2015,552.05,548.44,555.83,548.44,111.71K,0.43%
3448,01/08/2015,553.47,553.49,556.80,552.15,77.87K,0.26%
3449,01/09/2015,569.73,555.53,570.52,555.53,107.48K,2.94%
3450,01/12/2015,574.32,575.86,579.73,574.07,134.93K,0.81%
3451,01/13/2015,580.60,573.26,580.65,573.26,111.67K,1.09%
3452,01/14/2015,577.01,579.77,582.21,571.67,108.94K,-0.62%
3453,01/15/2015,577.74,577.01,581.24,575.36,120.10K,0.13%
3454,01/16/2015,574.81,576.88,578.51,574.08,106.68K,-0.51%
3455,01/19/2015,571.51,576.50,579.06,570.10,88.38K,-0.57%
3456,01/20/2015,572.22,570.78,574.96,570.14,79.46K,0.12%
3457,01/21/2015,569.12,573.54,574.41,569.12,83.04K,-0.54%
3458,01/22/2015,574.54,569.74,576.48,567.82,83.83K,0.95%
3459,01/23/2015,582.38,578.22,583.57,577.57,184.12K,1.36%
3460,01/26/2015,580.64,584.89,586.76,580.64,139.91K,-0.30%
3461,01/27/2015,579.30,580.45,584.28,575.50,157.54K,-0.23%
3462,01/28/2015,583.76,579.56,584.35,578.59,113.56K,0.77%
3463,01/29/2015,583.28,584.18,585.66,580.37,109.68K,-0.08%
3464,01/30/2015,576.07,584.08,584.08,574.46,102.20K,-1.24%
3465,02/02/2015,570.37,576.07,579.73,570.37,85.07K,-0.99%
3466,02/03/2015,557.47,572.56,574.83,557.47,96.96K,-2.26%
3467,02/04/2015,561.45,556.93,561.69,553.21,100.17K,0.71%
3468,02/05/2015,567.17,562.17,568.22,562.05,78.74K,1.02%
3469,02/06/2015,574.13,569.03,574.36,569.03,64.28K,1.23%
3470,02/09/2015,573.55,574.06,577.04,572.79,71.32K,-0.10%
3471,02/10/2015,574.52,575.74,578.42,574.24,73.83K,0.17%
3472,02/11/2015,581.76,574.88,581.76,574.88,77.50K,1.26%
3473,02/12/2015,584.67,582.52,584.99,581.86,82.99K,0.50%
3474,02/13/2015,587.24,586.26,589.02,585.60,73.84K,0.44%
3475,02/24/2015,596.95,590.18,596.95,589.74,62.89K,1.65%
3476,02/25/2015,592.66,596.90,601.55,592.66,99.24K,-0.72%
3477,02/26/2015,596.72,593.95,597.07,591.78,89.94K,0.69%
3478,02/27/2015,592.57,598.00,598.40,590.58,78.31K,-0.70%
3479,03/02/2015,590.73,591.75,593.72,588.59,86.66K,-0.31%
3480,03/03/2015,596.72,590.42,597.45,590.42,112.83K,1.01%
3481,03/04/2015,600.39,598.49,600.69,595.34,120.52K,0.62%
